,Keywords,title,company,Dominant_Topic,Topic_Perc_Contrib
1578,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYST,"Information Professionals, Inc.",Modelling/Analysis,2.8917
1579,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYST,"Information Professionals, Inc.",Modelling/Analysis,0.6612
1580,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - URGENT,CHERRYMOBILE COMMUNICATIONS INC.,Modelling/Analysis,1.5713
1581,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Science Research Analyst,Philippine Textile Research Institute - Government,Modelling/Analysis,3.1762
1582,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst (Cebu),TDCX,Modelling/Analysis,3.1762
1583,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analytics Manager,Ubiquity,Modelling/Analysis,5.3736
1584,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Specialist (CF 2325),Accenture,Modelling/Analysis,2.1839
1585,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Data Engineer,Manulife Business Processing Services (MBPS),Modelling/Analysis,3.1762
1586,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data Scientist,BPI/MS Insurance Corporation,Data Engineering,0.954
1587,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Modelling/Analysis,10.8837
1588,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Modelling/Analysis,5.3411
1589,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Managed Service Delivery Associate,MSCI Hong Kong Limited,Modelling/Analysis,10.8837
1590,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Google Analytics Officer,AXA Philippines,Modelling/Analysis,2.0085
1591,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer (project-based),Energy Development Corporation,Modelling/Analysis,0.3801
1592,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Modelling/Analysis,0.6471
1593,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer,Computer Professionals Inc.,Modelling/Analysis,0.6471
1594,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Finance Data Analyst,Lexmark Research & Development Corporation,Modelling/Analysis,1.2939
1595,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst,MSCI Hong Kong Limited,Modelling/Analysis,0.6471
1596,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",ESG Controversies Senior Associate - Mandarin Language Specialist,MSCI Hong Kong Limited,Modelling/Analysis,0.3812
1597,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Business Analyst,MSCI Hong Kong Limited,Data Storytelling,3.172
1598,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member","ESG Ratings Associate (Banking, Financial Services, & Insurance)",MSCI Hong Kong Limited,Data Storytelling,3.172
1599,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Manager (EH 1969),Accenture,Modelling/Analysis,1.259
1600,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYST,"Information Professionals, Inc.",Modelling/Analysis,1.8706
1601,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - Implementation,MicroSourcing,Modelling/Analysis,1.6426
1602,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - Implementation,MicroSourcing,Modelling/Analysis,0.3658
1603,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Analytics Professionals (Intermediate to Managerial level),"VCC Link, Inc.",Modelling/Analysis,0.4186
1604,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - Implementation,MicroSourcing,Modelling/Analysis,3.047
1605,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst (with SQL experience),Entain,Modelling/Analysis,0.9466
1606,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Programmer Analyst - SAS/R Programming/Tableau experience,PPD Philippines,Data Storytelling,3.172
1607,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Urban planner,WalterMart Community Malls,Data Storytelling,3.172
1608,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,2.3814
1609,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.392
1610,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Engineer,"Indra Philippines, Inc.",Data Storytelling,3.172
1611,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer - Homebased,"Sysgen RPO, Inc.",Modelling/Analysis,0.6176
1612,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Statistical Reporting Developer,Arch Global Services (Philippines) Inc. (Main Office),Modelling/Analysis,0.677
1613,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Technical Manager - Data Engineer (Python, Django, Flask and Big Data)","Novare Technologies, Inc.",Modelling/Analysis,0.677
1614,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Manual Tester,Nityo Infotech Services Philippines Inc.,Modelling/Analysis,0.677
1615,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Data Management Specialist (SAS, SQL)","IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Modelling/Analysis,0.677
1616,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Data Management Specialist (SAS, SQL)","IQVIA SOLUTIONS OPERATIONS CENTER PHILIPPINES, INC.",Modelling/Analysis,0.677
1617,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Hiring! ReactJS Developer (WFH),Collabera Technologies Private Limited Inc.,Modelling/Analysis,0.7858
1618,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist - Urgent!,"LBC Express, Inc.",Modelling/Analysis,2.0139
1619,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",SeaMoney - KYC Onboarding Operations Team Lead,Shopee Philippines Inc.,Data Storytelling,3.172
1620,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.3812
1621,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.6345
1622,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Technical Analyst - AI/ML (Python),Oracle Corporation,Modelling/Analysis,0.3812
1623,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Operations Analyst,Company Confidential,Modelling/Analysis,2.3195
1624,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.3658
1625,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",HR Training Specialist - Instructional Design,"Smart Communications, Inc.",Modelling/Analysis,0.7858
1626,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Commission Officer,"Smart Communications, Inc.",Modelling/Analysis,6.9965
1627,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Commission Officer,"Smart Communications, Inc.",Modelling/Analysis,7.1054
1628,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Commission Officer,"Smart Communications, Inc.",Modelling/Analysis,1.9451
1629,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Commission Officer,"Smart Communications, Inc.",Modelling/Analysis,0.7858
1630,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Commission Officer,"Smart Communications, Inc.",Modelling/Analysis,0.7858
1631,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Marketing Copywriter,Resource Solutions Global Service Centre (Philippines) Inc.,Data Engineering,0.7416
1632,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,4.1748
1633,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Senior Business Insights Manager - TaskUs Cavite,TaskUs,Data Engineering,2.5895
1634,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Scientist,"Smart Communications, Inc.",Data Storytelling,3.4276
1635,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Urban planner,WalterMart Community Malls,Modelling/Analysis,0.7858
1636,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Environmental Engineer/Officer,"DM Consunji, Inc.",Modelling/Analysis,0.7458
1637,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Urban planner,WalterMart Community Malls,Modelling/Analysis,3.1528
1638,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Acquisition and Management Analyst,"Refinitiv, an LSEG business",Modelling/Analysis,0.7858
1639,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Manual Tester,Nityo Infotech Services Philippines Inc.,Modelling/Analysis,1.7583
1640,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,1.5923
1641,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Analyst II Products and Sales Data - (21009439),Emerson Electric Asia Ltd. ROHQ,Modelling/Analysis,1.6597
1642,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",AI Developer (Machine Learning),Accenture,Modelling/Analysis,0.3812
1643,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Software Developer / Data Analyst / Technical Support,Toolkit Inc.,Modelling/Analysis,1.7334
1644,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Data Storytelling,4.48
1645,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Data Storytelling,3.7495
1646,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer / Architect (BI/DWH/Cloud Projects),Cobden & Carter International,Modelling/Analysis,1.7095
1647,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst (Enterprise Data Warehousing),"TELUS International Philippines, Inc.",Modelling/Analysis,0.8432
1648,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Salesforce Developer,"Lingaro (Philippines), Inc.",Modelling/Analysis,0.4517
1649,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Architecture Principles,Accenture,Modelling/Analysis,0.4517
1650,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Modelling/Analysis,0.4517
1651,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst,SimpleTrade Online Shop,Modelling/Analysis,4.5296
1652,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Management Specialist (Advanced MS Excel),Emerson Electric Asia Ltd. ROHQ,Modelling/Analysis,5.0569
1653,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Assoc Programmer Analyst/Programmer Analyst - SAS; Statistics Grads 2020 & 2021,PPD Philippines,Modelling/Analysis,5.0569
1654,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web","Variable Data, Prepress and Mailing QC","DG3 Idocs, Inc.",Data Engineering,1.0462
1655,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Operations Analyst,Home Credit Philippines,Modelling/Analysis,2.5545
1656,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Business Intelligence (BI) Developer/Analyst,World Vision International,Modelling/Analysis,2.6444
1657,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Salesforce Campaigns Specialist,AXA Philippines,Modelling/Analysis,0.7233
1658,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",ROHQ - FRSS - Data Management Analyst (Officer/C09)1 - (21261715),Citibank N.A. ROHQ,Modelling/Analysis,1.2071
1659,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Salesforce Campaigns Specialist,AXA Philippines,Modelling/Analysis,4.382
1660,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Urban planner,WalterMart Community Malls,Data Engineering,2.3971
1661,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Sr. Business Analytics Manager,Stark Asia Solutions Inc.,Modelling/Analysis,2.6237
1662,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Speech Business Analyst - CUBAO,Alorica Philippines,Modelling/Analysis,2.6237
1663,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Speech Business Analyst - CUBAO,Alorica Philippines,Modelling/Analysis,7.4259
1664,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Trade Marketing Analyst,Pioneer Adhesives Inc. (formerly Republic Chemical Industries Inc.),Modelling/Analysis,2.1425
1665,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data Scientist,EMAPTA,Data Engineering,1.1023
1666,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,1.7777
1667,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Microsoft Advanced Analytics | up to 80,000 Joining Bonus*",Accenture,Modelling/Analysis,0.2783
1668,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data / Report Analyst,"Ayala Group Club, Inc.",Modelling/Analysis,4.382
1669,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,0.2699
1670,"marketing, update, evaluation, resolve, message, budgetsimprove, predict, aggregateqa, activitiesbuild, kpis_forecast",Research Analyst (Business Courses Only),Factset Philippines Inc.,Business Application,0.5162
1671,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,1.4306
1672,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Capture Operator for Bacolod (Filmetrics Corporation),Jora,Modelling/Analysis,1.475
1673,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Capture Operator for Tagum area (Filmetrics Corporation),Jora,Modelling/Analysis,2.0575
1674,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,2.9234
1675,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,1.7061
1676,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,1.2202
1677,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Capture Operator for General Santos City area (Filmetrics Corporation),Jora,Modelling/Analysis,0.392
1678,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Support (Business Analytics),Asticom Technology Inc,Modelling/Analysis,1.7576
1679,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Speech Business Analyst - CUBAO,Alorica Philippines,Modelling/Analysis,1.2362
1680,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Speech Business Analyst - CUBAO,Alorica Philippines,Modelling/Analysis,3.007
1681,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Production Shared Services Associate (EMEA),MSCI Hong Kong Limited,Modelling/Analysis,2.6657
1682,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Equity Analytics Production Associate,MSCI Hong Kong Limited,Modelling/Analysis,1.0664
1683,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Equity Analytics Production Associate,MSCI Hong Kong Limited,Modelling/Analysis,1.2202
1684,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",PowerBI Sr. Data Analyst,DB Schenker Global Services Asia Pacific Inc.,Modelling/Analysis,5.0145
1685,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analytics Manager (CF 2678),Accenture,Modelling/Analysis,0.9819
1686,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Analyst,Fruitas Holdings Incorporated,Data Storytelling,4.48
1687,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Associate Business Analytics Specialist (Quezon City)  gaj,"John Clements Consultants, Inc.",Modelling/Analysis,1.6426
1688,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Operations Advisor,"TeleTech Customer Care Management Phils., Inc.",Modelling/Analysis,0.4853
1689,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst,TRANSEC BPO SOLUTIONS INC.,Modelling/Analysis,1.2202
1690,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research Analyst - Industry Analysis,China Banking Corporation (CBC),Modelling/Analysis,0.5973
1691,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Climate Projects Senior Associate,MSCI Hong Kong Limited,Modelling/Analysis,1.5558
1692,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data Engineer (Big Data| Work from home),YONDU INC.,Data Engineering,2.1085
1693,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Python Developer (WFH),Cloudstaff Philippines Inc.,Data Storytelling,3.172
1694,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Automation Analyst,TMF Philippines Inc,Modelling/Analysis,3.335
1695,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Automation Analyst,TMF Philippines Inc,Modelling/Analysis,0.3108
1696,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer (Big Data| Work from home),YONDU INC.,Modelling/Analysis,1.5995
1697,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Index Production Lead - Manila (Vice President),MSCI Hong Kong Limited,Modelling/Analysis,2.512
1698,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Web | Lead Researcher,"LegalMatch Philippines, Inc.",Data Storytelling,3.172
1699,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",WW Partner Data Quality Analyst,Lexmark Research & Development Corporation,Data Storytelling,3.172
1700,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Data Integration Developer,"B-eye Solutions Business Intelligence, Inc.",Modelling/Analysis,2.5236
1701,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",SAS Developer,"Indra Philippines, Inc.",Data Storytelling,4.48
1702,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","Data Encoder (Calamba, Laguna Area)","ePDS, Incorporated",Modelling/Analysis,3.0863
1703,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Climate Projects Senior Associate,MSCI Hong Kong Limited,Modelling/Analysis,5.0569
1704,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Full Stack Developer (Python),"Sysgen RPO, Inc.",Modelling/Analysis,4.6479
1705,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Research Scientist,"Cargill Philippines, Inc.",Modelling/Analysis,3.8604
1706,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",CRM Analyst,Home Credit Philippines,Modelling/Analysis,2.8599
1707,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ENGINEER (ETL/SQL) - BGC (WFH) - DAYSHIFT,Collabera Technologies Private Limited Inc.,Modelling/Analysis,1.3942
1708,"marketing, update, evaluation, resolve, message, budgetsimprove, predict, aggregateqa, activitiesbuild, kpis_forecast",Senior Business Intelligence Developer,CITCO INTERNATIONAL SUPPORT SERVICES LIMITED-PHILIPPINE ROHQ,Business Application,16.4553
1709,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",GTM Business Analyst,RingCentral,Modelling/Analysis,0.9591
1710,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Data Analytics | Python and R Programming | With Signing Bonus* (EH 1917),Accenture,Modelling/Analysis,4.9517
1711,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,0.1839
1712,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,"Smart Communications, Inc.",Modelling/Analysis,1.2004
1713,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Senior Data Scientist,"Novare Technologies, Inc.",Data Engineering,0.3688
1714,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data Scientist,EMAPTA,Data Engineering,0.3688
1715,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Data Analytics & Visualization Supervisor,Curran Daly & Associates,Data Engineering,0.3688
1716,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Equity Analytics Production Associate,MSCI Hong Kong Limited,Modelling/Analysis,0.3801
1717,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineering Specialist,CBRE Pte Ltd,Modelling/Analysis,0.3801
1718,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Climate Data Specialist,MSCI Hong Kong Limited,Modelling/Analysis,2.1428
1719,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Sales Analyst Supervisor,Home Credit Philippines,Modelling/Analysis,2.8917
1720,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist | CUBAO,Alorica Philippines,Modelling/Analysis,0.6612
1721,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist (Tableau and VBA Experience),KMC Solutions,Modelling/Analysis,1.5713
1722,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data and Analytics Officer - Homebased,"Sysgen RPO, Inc.",Modelling/Analysis,3.1762
1723,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst (12 Months),Manpower Outsourcing Services Inc.,Modelling/Analysis,3.1762
1724,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYTICS AND VISUALIZATION (Assoc to Manager Level) - Temporary WFH,"Sysgen RPO, Inc.",Modelling/Analysis,5.3736
1725,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist - Machine Learning (WFH),"Sysgen RPO, Inc.",Modelling/Analysis,2.1839
1726,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Researchers,Innotribe Research Consulting,Modelling/Analysis,3.1762
1727,"developer, analyst, sap, engineer, java, sql, net, manager, salesforce, web",Clinical Data Reduction/Anonymization Specialist (OPEN FOR FRESH GRAD),MicroSourcing,Data Engineering,0.954
1728,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Science Manager,Hinduja Global Solutions,Modelling/Analysis,10.8837
1729,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Encoder,Skills and Talent Employment Pool Inc. (STEP),Modelling/Analysis,5.3411
1730,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Science Analyst,"Smart Communications, Inc.",Modelling/Analysis,10.8837
1731,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",SAP ABAP Programmer,Sumifru (Philippines) Corporation,Modelling/Analysis,2.0085
1732,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",SAP ABAP Programmer,Sumifru (Philippines) Corporation,Modelling/Analysis,0.3801
1733,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",SAP ABAP Programmer,Sumifru (Philippines) Corporation,Modelling/Analysis,0.6471
1734,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYST,"Information Professionals, Inc.",Modelling/Analysis,0.6471
1735,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYST,"Information Professionals, Inc.",Modelling/Analysis,1.2939
1736,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analyst - URGENT,CHERRYMOBILE COMMUNICATIONS INC.,Modelling/Analysis,0.6471
1737,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Science Research Analyst,Philippine Textile Research Institute - Government,Modelling/Analysis,0.3812
1738,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Business Analyst (Cebu),TDCX,Data Storytelling,3.172
1739,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Business Analytics Manager,Ubiquity,Data Storytelling,3.172
1740,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Specialist (CF 2325),Accenture,Modelling/Analysis,1.259
1741,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Senior Data Engineer,Manulife Business Processing Services (MBPS),Modelling/Analysis,1.8706
1742,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Scientist,BPI/MS Insurance Corporation,Modelling/Analysis,1.6426
1743,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Modelling/Analysis,0.3658
1744,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Modelling/Analysis,0.4186
1745,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Managed Service Delivery Associate,MSCI Hong Kong Limited,Modelling/Analysis,3.047
1746,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Google Analytics Officer,AXA Philippines,Modelling/Analysis,0.9466
1747,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Data Engineer (project-based),Energy Development Corporation,Data Storytelling,3.172
1748,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",[JE] Data Scientist (Permanent),"EPS STAFFING SERVICE GROUP, INC.",Data Storytelling,3.172
1749,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Engineer,Computer Professionals Inc.,Modelling/Analysis,2.3814
1750,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Finance Data Analyst,Lexmark Research & Development Corporation,Modelling/Analysis,0.392
1751,"machine, use, visualization, portfolio, python, product, sql, tableau, vendor, member",Business Analyst,MSCI Hong Kong Limited,Data Storytelling,3.172
1752,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",ESG Controversies Senior Associate - Mandarin Language Specialist,MSCI Hong Kong Limited,Modelling/Analysis,0.6176
1753,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Business Analyst,MSCI Hong Kong Limited,Modelling/Analysis,0.677
1754,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine","ESG Ratings Associate (Banking, Financial Services, & Insurance)",MSCI Hong Kong Limited,Modelling/Analysis,0.677
1755,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",Data Analytics Manager (EH 1969),Accenture,Modelling/Analysis,0.677
1756,"use, product, least, modeling, analytical, portfolio, statistic, excel, environment, machine",DATA ANALYST,"Information Professionals, Inc.",Modelling/Analysis,0.677
